file,verdict,destructive_victim_events,distinct_victim_files,raw_written,raw_deleted,raw_moved,raw_read,raw_copied
bluesky_3e035f2d7d30869ce53171ef5a0f761bfb9c14d94d9fe6da385e20b8d96dc2fb.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
bluesky_840af927adbfdeb7070e1cf73ed195cf48c8d5f35b6de12f58b73898d7056d3d.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
bluesky_b39fcf37d9019cc92127ee82c03df5e37aa8238cd76cc6eca2e3d1e7e977fc26.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
bluesky_b5b105751a2bf965a6b78eeff100fe4c75282ad6f37f98b9adcd15d8c64283ec.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
bluesky_c75748dc544629a8a5d08c0d8ba7fda3508a3efdaed905ad800ffddbc8d3b8df.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
bluesky_d6386b2747335f7b0d13b1f69d995944ad8e9b71e09b036dbc0b907e583d857a.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
bluesky_e75717be1633b5e3602827dc3b5788ff691dd325b0eddd2d0d9ddcee29de364f.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
clop_15f9ed36d9efc6e570b4f506791ce2c6a849853e2f6d587f30fb12d39dba2649.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
clop_220c50ccf6a9d9727e9f442df42469f027d9f7a2ea833319971746280023bb0c.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
clop_389e03b1a1fd1c527d48df74d3c26a0483a5b105f36841193172f1ee80e62c1b.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
clop_3d94c4a92382c5c45062d8ea0517be4011be8ba42e9c9a614a99327d0ebdf05b.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
clop_ae355c321f1fe36c9539457301a3cf5d8babc58c72a3f6a5ef160253b4002b1a.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,1,0
clop_e805dd0124b9f062f6b5bc9de627eabc601b9d6e8ffe1d90ee552a1ece598a89.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
conti_004ede55a972e10d9a21bcf338b4907d6eed65bf5ad6abbbd5aec7d8484bdedf.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
conti_03b9c7a3b73f15dfc2dcb0b74f3e971fdda7d1d1e2010c6d1861043f90a2fecd.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
conti_05bbf1c653825b757ee73b59df45410070a28841819362462162d9547adb3d5a.json,NO_VICTIM_ACTIVITY,0,0,0,0,0,0,0
